"crrdr_d","nKBAs","ID","endID","LCP_length_km"
"CORR0876",1,"Cuenca del Rio Abangares","H0351",21.5013071160572
"CORR0877",1,"Cuenca del Rio Abangares","H0352",28.2033741148092
"CORR0878",2,"Cuenca del Rio Abangares","H0350",68.8722927819632
"CORR0879",2,"Cuenca del Rio Abangares","H0353",83.9016963871039
"CORR0880",2,"Cuenca del Rio Abangares","H0353",96.4809755385191
"CORR0881",2,"La Flor","H0349",71.8949005320662
"CORR0882",1,"La Flor","H0350",111.115098075246
"CORR0883",2,"La Flor","H0351",187.149322564606
"CORR0884",2,"La Flor","H0352",197.699314426582
"CORR0885",3,"La Flor","H0353",235.247131948683
"CORR0886",2,"Llanos de Apacunca","H0348",140.678823333559
"CORR0887",3,"Llanos de Apacunca","H0345",153.387078288163
"CORR0888",1,"Llanos de Apacunca","H0343",159.814565675333
"CORR0889",2,"Llanos de Apacunca","H0337",215.465777534186
"CORR0890",2,"Llanos de Apacunca","H0337",219.585587719298
"CORR0891",2,"Refugio de Vida Silvestre Los Guatuzos","H0350",43.7624231709418
"CORR0892",2,"Refugio de Vida Silvestre Los Guatuzos","H0349",58.0033051846536
"CORR0893",3,"Refugio de Vida Silvestre Los Guatuzos","H0351",112.814612470567
"CORR0894",3,"Refugio de Vida Silvestre Los Guatuzos","H0352",123.364604332542
"CORR0895",4,"Refugio de Vida Silvestre Los Guatuzos","H0353",160.988244920688
"CORR0896",5,"Golden Stream Corridor Preserve","H0135",170.221648018606
"CORR0897",5,"Golden Stream Corridor Preserve","H0216",186.902339594288
"CORR0898",5,"Golden Stream Corridor Preserve","H0216",188.897525651735
"CORR0899",5,"Golden Stream Corridor Preserve","H0176",163.710254696304
"CORR0900",5,"Golden Stream Corridor Preserve","H0220",185.93838553053
"CORR0901",7,"Runaway Creek","H0135",307.686727658586
"CORR0902",9,"Runaway Creek","H0149",461.400422284132
"CORR0903",9,"Runaway Creek","H0155",471.98832567913
"CORR0904",9,"Runaway Creek","H0155",473.541582521749
"CORR0905",10,"Runaway Creek","H0131",516.045958245164
"CORR0906",4,"Aguacaliente  Luha","H0135",151.065929637627
"CORR0907",4,"Aguacaliente  Luha","H0176",142.046986556397
"CORR0908",4,"Aguacaliente  Luha","H0216",167.746621213311
"CORR0909",4,"Aguacaliente  Luha","H0216",169.741807270758
"CORR0910",4,"Aguacaliente  Luha","H0220",164.275117390623
"CORR0911",1,"Bahia de Chismuyo","H0340",119.009704347229
"CORR0912",1,"Bahia de Chismuyo","H0338",119.919581139788
"CORR0913",2,"Bahia de Chismuyo","H0339",123.861726829902
"CORR0914",2,"Bahia de Chismuyo","H0339",124.460690756214
"CORR0915",1,"Bahia de Chismuyo","H0343",128.449484592745
"CORR0916",1,"Las Iguanas y Punta Condega","H0343",142.793786313774
"CORR0917",1,"Las Iguanas y Punta Condega","H0340",171.835486723155
"CORR0918",2,"Las Iguanas y Punta Condega","H0339",165.581853529956
"CORR0919",2,"Las Iguanas y Punta Condega","H0339",166.029171324176
"CORR0920",2,"Las Iguanas y Punta Condega","H0337",169.162819383653
"CORR0921",2,"San Bernardo","H0343",146.810639058603
"CORR0922",4,"San Bernardo","H0345",176.189270697133
"CORR0923",4,"San Bernardo","H0348",176.618652997538
"CORR0924",2,"San Bernardo","H0340",207.359405535209
"CORR0925",3,"San Bernardo","H0339",201.10577234201
"CORR0926",1,"Los Delgaditos","H0343",127.695064233311
"CORR0927",1,"Los Delgaditos","H0340",156.736764642693
"CORR0928",2,"Los Delgaditos","H0339",150.483131449494
"CORR0929",2,"Los Delgaditos","H0339",150.930449243714
"CORR0930",1,"Los Delgaditos","H0338",156.727565762271
"CORR0931",1,"San Lorenzo","H0343",117.738647718257
"CORR0932",1,"San Lorenzo","H0340",146.780348127638
"CORR0933",2,"San Lorenzo","H0339",140.526714934439
"CORR0934",2,"San Lorenzo","H0339",141.125678860751
"CORR0935",1,"San Lorenzo","H0338",146.771149247215
"CORR0936",7,"Cerro Silva","H0350",247.669376388612
"CORR0937",7,"Cerro Silva","H0353",235.951093860675
"CORR0938",7,"Cerro Silva","H0353",237.151253735966
"CORR0939",7,"Cerro Silva","H0351",238.017830416107
"CORR0940",7,"Cerro Silva","H0354",242.416492780865
"CORR0941",5,"Punta Gorda","H0353",179.622862986796
"CORR0942",5,"Punta Gorda","H0350",183.892741025637
"CORR0943",5,"Punta Gorda","H0353",180.747199796042
"CORR0944",5,"Punta Gorda","H0351",180.703899683625
"CORR0945",6,"Punta Gorda","H0352",235.245362193047
"CORR0946",4,"Rio San Juan","H0353",110.161921170274
"CORR0947",4,"Rio San Juan","H0353",111.210434913473
"CORR0948",4,"Rio San Juan","H0354",115.168284074736
"CORR0949",4,"Rio San Juan","H0355",131.260326615861
"CORR0950",4,"Rio San Juan","H0355",143.347871849308
"CORR0951",2,"Los Guatuzos","H0350",43.7624231709418
"CORR0952",2,"Los Guatuzos","H0349",58.0033051846536
"CORR0953",3,"Los Guatuzos","H0351",112.814612470567
"CORR0954",3,"Los Guatuzos","H0352",123.364604332542
"CORR0955",4,"Los Guatuzos","H0353",160.988244920688
"CORR0956",1,"El Jicarito","H0343",136.557434870087
"CORR0957",3,"El Jicarito","H0345",165.784420376523
"CORR0958",3,"El Jicarito","H0348",166.365448809021
"CORR0959",3,"El Jicarito","H0339",199.517298256063
"CORR0960",2,"El Jicarito","H0337",192.057000596846
"CORR0961",2,"La Berberia","H0343",137.934143229043
"CORR0962",4,"La Berberia","H0345",167.161128735482
"CORR0963",4,"La Berberia","H0348",167.666334101933
"CORR0964",3,"La Berberia","H0337",193.433708955803
"CORR0965",3,"La Berberia","H0339",195.256156830616
"CORR0966",5,"Port Honduras","H0135",186.006587994516
"CORR0967",5,"Port Honduras","H0216",202.6872795702
"CORR0968",5,"Port Honduras","H0216",204.682465627647
"CORR0969",5,"Port Honduras","H0176",180.722951188773
"CORR0970",5,"Port Honduras","H0220",202.951082022999
"CORR0976",2,"Cerro Cola Blanca","H0347",187.928645275613
"CORR0977",4,"Cerro Cola Blanca","H0241",188.070630260253
"CORR0978",4,"Cerro Cola Blanca","H0242",191.9564666565
"CORR0979",4,"Cerro Cola Blanca","H0262",207.333578649576
"CORR0980",4,"Cerro Cola Blanca","H0262",219.98598657734
"CORR0981",2,"Bosawas","H0347",118.573817456102
"CORR0982",4,"Bosawas","H0241",140.329074400232
"CORR0983",4,"Bosawas","H0242",144.214910796479
"CORR0984",3,"Bosawas","H0345",210.939255377572
"CORR0985",4,"Bosawas","H0262",159.516199723508
"CORR0986",2,"Cerro Bana Cruz","H0347",174.200126963383
"CORR0987",2,"Cerro Bana Cruz","H0348",243.109215267036
"CORR0988",4,"Cerro Bana Cruz","H0241",203.45582512242
"CORR0989",4,"Cerro Bana Cruz","H0242",207.341661518666
"CORR0990",4,"Cerro Bana Cruz","H0262",222.870419643835
"CORR0991",4,"Tide","H0135",163.668532862251
"CORR0992",4,"Tide","H0216",180.349224437935
"CORR0993",4,"Tide","H0216",182.344410495381
"CORR0994",4,"Tide","H0176",158.460719122553
"CORR0995",4,"Tide","H0220",180.68884995678
"CORR0996",6,"Spanish Creek","H0135",333.347334771139
"CORR0997",5,"Spanish Creek","H0176",319.278728673032
"CORR0998",8,"Spanish Creek","H0149",487.061029396685
"CORR0999",6,"Spanish Creek","H0216",350.02802634682
"CORR1000",6,"Spanish Creek","H0216",352.023212404266
"CORR1001",5,"El Corchal El Mono Hernandez","H0381",751.279427268078
"CORR1002",5,"El Corchal El Mono Hernandez","H0383",732.33928491512
"CORR1003",5,"El Corchal El Mono Hernandez","H0384",730.152962914196
"CORR1004",3,"El Corchal El Mono Hernandez","H0388",498.348622135612
"CORR1005",3,"El Corchal El Mono Hernandez","H0380",534.088579242711
"CORR1006",3,"Humedal de Bahia de Panama","H0386",239.249859500731
"CORR1007",4,"Humedal de Bahia de Panama","H0380",238.987364536539
"CORR1008",4,"Humedal de Bahia de Panama","H0382",257.498586856124
"CORR1009",9,"Humedal de Bahia de Panama","H0373",353.016070597904
"CORR1010",8,"Humedal de Bahia de Panama","H0377",401.42525511525
"CORR1011",3,"Humedal de Bahia de Panama","H0386",239.249859500728
"CORR1012",4,"Humedal de Bahia de Panama","H0380",238.987364536536
"CORR1013",4,"Humedal de Bahia de Panama","H0382",257.49858685612
"CORR1014",9,"Humedal de Bahia de Panama","H0373",353.0160705979
"CORR1015",8,"Humedal de Bahia de Panama","H0377",401.425255115246
"CORR1016",2,"Montana Chiclera","H0216",59.4076101848762
"CORR1017",2,"Montana Chiclera","H0216",60.7556058912313
"CORR1018",3,"Montana Chiclera","H0135",93.5456217575496
"CORR1019",2,"Montana Chiclera","H0176",89.3679240002059
"CORR1020",2,"Montana Chiclera","H0220",110.601156095403
"CORR1021",2,"Colibri Esmeralda Hondureno","H0142",19.644758009251
"CORR1022",2,"Colibri Esmeralda Hondureno","H0142",22.097576752673
"CORR1023",2,"Colibri Esmeralda Hondureno","H0131",21.4384932314627
"CORR1024",2,"Colibri Esmeralda Hondureno","H0131",20.5259221492083
"CORR1025",2,"Colibri Esmeralda Hondureno","H0125",26.7443380990806
"CORR1026",1,"Santa Clara","H0346",62.0944027171653
"CORR1027",1,"Santa Clara","H0344",102.235907955993
"CORR1028",1,"Santa Clara","H0342",105.534673596045
"CORR1029",1,"Santa Clara","H0341",115.485701531707
"CORR1030",3,"Santa Clara","H0327",147.692919209893
"CORR1031",8,"Cayos Perlas","H0350",474.72538518159
"CORR1032",8,"Cayos Perlas","H0353",463.903970264757
"CORR1033",8,"Cayos Perlas","H0353",462.855456521559
"CORR1034",8,"Cayos Perlas","H0354",469.851616904073
"CORR1035",8,"Cayos Perlas","H0349",510.12367622445
"CORR1036",6,"Labouring Creek Jaguar Corridor","H0135",326.773127564243
"CORR1037",5,"Labouring Creek Jaguar Corridor","H0176",312.780344532183
"CORR1038",8,"Labouring Creek Jaguar Corridor","H0149",480.486822189788
"CORR1039",6,"Labouring Creek Jaguar Corridor","H0216",343.453819139924
"CORR1040",6,"Labouring Creek Jaguar Corridor","H0216",345.449005197371
"CORR1041",0,"Laguna de Guaimoreto","H0172",86.753144232936
"CORR1042",0,"Laguna de Guaimoreto","H0156",102.950184759738
"CORR1043",1,"Laguna de Guaimoreto","H0241",145.379853428444
"CORR1044",1,"Laguna de Guaimoreto","H0242",147.631221336631
"CORR1045",1,"Laguna de Guaimoreto","H0125",146.167259008539
"CORR1046",3,"Cienaga El Mangle","H0373",137.584856562744
"CORR1047",3,"Cienaga El Mangle","H0377",188.739837195949
"CORR1048",3,"Cienaga El Mangle","H0377",189.942691360937
"CORR1049",3,"Cienaga El Mangle","H0372",204.284298792267
"CORR1050",3,"Cienaga El Mangle","H0375",205.840249924583
"CORR1051",1,"Sistemas de Humedales de Matusagarati","H0386",67.5779120797793
"CORR1052",1,"Sistemas de Humedales de Matusagarati","H0380",81.7597905099267
"CORR1053",1,"Sistemas de Humedales de Matusagarati","H0382",90.2896939628837
"CORR1054",2,"Sistemas de Humedales de Matusagarati","H0390",257.065856521715
"CORR1055",1,"Sistemas de Humedales de Matusagarati","H0398",246.746028147575
"CORR1056",1,"Sistemas de Humedales de Matusagarati","H0386",67.5779120797801
"CORR1057",1,"Sistemas de Humedales de Matusagarati","H0380",81.7597905099262
"CORR1058",1,"Sistemas de Humedales de Matusagarati","H0382",90.2896939628834
"CORR1059",2,"Sistemas de Humedales de Matusagarati","H0390",257.065856521716
"CORR1060",1,"Sistemas de Humedales de Matusagarati","H0398",246.746028147576
"CORR1061",1,"Cuyamel","H0135",28.7054229245336
"CORR1062",1,"Cuyamel","H0211",142.733666718876
"CORR1063",2,"Cuyamel","H0254",116.784354801949
"CORR1064",3,"Cuyamel","H0149",152.80000753197
"CORR1065",3,"Cuyamel","H0155",163.387910926969
"CORR1066",1,"Alto Darien","H0380",42.1788753973581
"CORR1067",1,"Alto Darien","H0386",85.7349214207015
"CORR1068",1,"Alto Darien","H0382",51.3911864447336
"CORR1069",3,"Alto Darien","H0390",260.940262014873
"CORR1070",2,"Alto Darien","H0398",250.772079772826
"CORR1076",2,"Palo Seco","H0370",57.6459356492655
"CORR1077",2,"Palo Seco","H0369",20.7506970576512
"CORR1078",2,"Palo Seco","H0369",33.6933880681501
"CORR1079",3,"Palo Seco","H0369",33.6175650021038
"CORR1080",3,"Palo Seco","H0371",81.3357967889145
"CORR1081",2,"Cerro Guacamaya","H0373",63.8161251743593
"CORR1082",2,"Cerro Guacamaya","H0377",115.046928873607
"CORR1083",2,"Cerro Guacamaya","H0377",116.249783038595
"CORR1084",2,"Cerro Guacamaya","H0372",130.515567403877
"CORR1085",2,"Cerro Guacamaya","H0375",132.071518536194
"CORR1086",6,"Tapagra","H0373",254.113683258266
"CORR1087",2,"Tapagra","H0380",290.21658995742
"CORR1088",2,"Tapagra","H0386",368.487403417868
"CORR1089",5,"Tapagra","H0377",302.522867775612
"CORR1090",5,"Tapagra","H0377",303.7257219406
"CORR1091",3,"Dona Chanita Flor de la Pasion","H0124",123.451204557375
"CORR1092",3,"Dona Chanita Flor de la Pasion","H0134",125.935430243094
"CORR1093",3,"Dona Chanita Flor de la Pasion","H0145",131.209868168414
"CORR1094",3,"Dona Chanita Flor de la Pasion","H0148",135.902161649905
"CORR1095",3,"Dona Chanita Flor de la Pasion","H0148",135.788427050835
"CORR1096",3,"La Cumbre Flor de la Pasion","H0124",124.525736663478
"CORR1097",3,"La Cumbre Flor de la Pasion","H0145",132.132754142424
"CORR1098",3,"La Cumbre Flor de la Pasion","H0134",126.858316217104
"CORR1099",3,"La Cumbre Flor de la Pasion","H0148",136.749224557868
"CORR1100",3,"La Cumbre Flor de la Pasion","H0148",136.711313024845
"CORR1101",3,"El Higuerito","H0216",95.9562563998889
"CORR1102",3,"El Higuerito","H0216",97.9514424573356
"CORR1103",3,"El Higuerito","H0135",88.2711838322288
"CORR1104",3,"El Higuerito","H0176",117.863159476113
"CORR1105",3,"El Higuerito","H0220",140.091290310338
"CORR1106",3,"Maje","H0380",231.328310331782
"CORR1107",3,"Maje","H0386",233.343934695467
"CORR1108",3,"Maje","H0382",249.839532651367
"CORR1109",8,"Maje","H0373",328.835591551621
"CORR1110",7,"Maje","H0377",377.244776068967
"CORR1111",4,"Isla Galeta","H0373",163.162211484468
"CORR1112",3,"Isla Galeta","H0377",211.571396001821
"CORR1113",3,"Isla Galeta","H0377",212.774250166809
"CORR1114",3,"Isla Galeta","H0372",225.050237054039
"CORR1115",3,"Isla Galeta","H0375",227.686108871851
"CORR1116",4,"San Lorenzo","H0373",140.629210107692
"CORR1117",3,"San Lorenzo","H0377",189.038394625045
"CORR1118",3,"San Lorenzo","H0377",190.241248790033
"CORR1119",3,"San Lorenzo","H0372",202.517235677263
"CORR1120",3,"San Lorenzo","H0375",205.153107495075
"CORR1121",4,"San Lorenzo","H0373",138.317722604607
"CORR1122",3,"San Lorenzo","H0377",186.72690712196
"CORR1123",3,"San Lorenzo","H0377",187.929761286948
"CORR1124",3,"San Lorenzo","H0372",200.205748174178
"CORR1125",3,"San Lorenzo","H0375",202.84161999199
"CORR1126",3,"La Chorrera   Manchon Guamuchal","H0247",77.4374134782469
"CORR1127",2,"La Chorrera   Manchon Guamuchal","H0247",75.8906612263531
"CORR1128",3,"La Chorrera   Manchon Guamuchal","H0237",90.8052142210908
"CORR1129",2,"La Chorrera   Manchon Guamuchal","H0258",83.1418874482753
"CORR1130",2,"La Chorrera   Manchon Guamuchal","H0237",89.0164053112422
"CORR1131",2,"Cerrezuela","H0373",88.8869672410231
"CORR1132",2,"Cerrezuela","H0377",140.041947874225
"CORR1133",2,"Cerrezuela","H0377",141.244802039213
"CORR1134",2,"Cerrezuela","H0372",155.510586404497
"CORR1135",2,"Cerrezuela","H0375",157.066537536813
"CORR1136",1,"Chajumpec","H0111",67.5801441024468
"CORR1137",2,"Chajumpec","H0122",75.199054751513
"CORR1138",1,"Chajumpec","H0100",74.1527730309805
"CORR1139",1,"Chajumpec","H0111",75.4720560847352
"CORR1140",2,"Chajumpec","H0111",74.2941042713176
"CORR1141",3,"Tapon Creek","H0135",95.2072246198473
"CORR1142",3,"Tapon Creek","H0216",112.892013814978
"CORR1143",3,"Tapon Creek","H0216",114.887199872425
"CORR1144",3,"Tapon Creek","H0176",117.992597546331
"CORR1145",3,"Tapon Creek","H0220",140.220728380556
"CORR1146",3,"Castulo","H0216",119.464642743511
"CORR1147",3,"Castulo","H0216",121.459828800958
"CORR1148",3,"Castulo","H0176",99.0367517222233
"CORR1149",3,"Castulo","H0135",111.19361543099
"CORR1150",3,"Castulo","H0220",121.264882556447
"CORR1151",3,"Matriz Chocon","H0176",94.2253350622719
"CORR1152",3,"Matriz Chocon","H0216",123.972767139277
"CORR1153",4,"Matriz Chocon","H0216",147.759543395514
"CORR1154",3,"Matriz Chocon","H0135",115.518686752365
"CORR1155",3,"Matriz Chocon","H0220",116.453465896496
"CORR1156",3,"Quebrada Azul","H0216",121.519948395856
"CORR1157",3,"Quebrada Azul","H0216",123.515134453302
"CORR1158",3,"Quebrada Azul","H0176",95.2765430951668
"CORR1159",3,"Quebrada Azul","H0135",114.110571451114
"CORR1160",3,"Quebrada Azul","H0220",117.504673929391
"CORR1161",1,"Serrania de Darien","H0380",80.2937876364423
"CORR1162",1,"Serrania de Darien","H0382",98.8050099560252
"CORR1163",1,"Serrania de Darien","H0386",160.66701716269
"CORR1164",3,"Serrania de Darien","H0390",332.330881714544
"CORR1165",2,"Serrania de Darien","H0398",321.707761076219
"CORR1166",1,"La Palmilla","H0176",35.7958041339409
"CORR1167",2,"La Palmilla","H0216",59.5538677375753
"CORR1168",2,"La Palmilla","H0216",47.8806550776905
"CORR1169",1,"La Palmilla","H0220",57.0290362291382
"CORR1170",1,"La Palmilla","H0215",64.3913027604337
"CORR1171",1,"Pataxte","H0176",23.894006264581
"CORR1172",1,"Pataxte","H0220",45.8096459541963
"CORR1173",2,"Pataxte","H0216",61.4759250186734
"CORR1174",1,"Pataxte","H0215",53.1719124854925
"CORR1175",2,"Pataxte","H0216",63.7077791546821
"CORR1176",5,"Monte Maria","H0145",249.812398277123
"CORR1177",5,"Monte Maria","H0124",286.340876975653
"CORR1178",5,"Monte Maria","H0176",257.300754844638
"CORR1179",5,"Monte Maria","H0134",297.386413056626
"CORR1180",5,"Monte Maria","H0148",279.476386686022
"CORR1181",3,"Finca Los Tarros","H0145",221.291606705342
"CORR1182",4,"Finca Los Tarros","H0124",262.891956482628
"CORR1183",4,"Finca Los Tarros","H0134",264.37747312829
"CORR1184",5,"Finca Los Tarros","H0148",284.408967069831
"CORR1185",3,"Finca Los Tarros","H0176",228.779963272857
"CORR1186",2,"Finca Setal","H0176",33.307768147192
"CORR1187",2,"Finca Setal","H0220",55.5358989814165
"CORR1188",2,"Finca Setal","H0220",73.4416527839609
"CORR1189",2,"Finca Setal","H0215",63.1884485954459
"CORR1190",2,"Finca Setal","H0215",64.9025504505809
"CORR1191",3,"Reserva para la Conservacion de Anfibios de Sierra Caral","H0216",47.9461632519812
"CORR1192",3,"Reserva para la Conservacion de Anfibios de Sierra Caral","H0216",49.9413493094278
"CORR1193",3,"Reserva para la Conservacion de Anfibios de Sierra Caral","H0135",66.046863299034
"CORR1194",2,"Reserva para la Conservacion de Anfibios de Sierra Caral","H0273",105.346694209291
"CORR1195",3,"Reserva para la Conservacion de Anfibios de Sierra Caral","H0254",103.466358762248
"CORR1196",1,"Filo del Tallo Canglon","H0380",93.5153308265857
"CORR1197",1,"Filo del Tallo Canglon","H0382",102.727641873961
"CORR1198",1,"Filo del Tallo Canglon","H0386",106.803498202353
"CORR1199",2,"Filo del Tallo Canglon","H0390",295.662650054041
"CORR1200",1,"Filo del Tallo Canglon","H0398",285.646113944089
"CORR1201",4,"Los Penas","H0124",230.261207350461
"CORR1202",4,"Los Penas","H0134",231.746723996123
"CORR1203",5,"Los Penas","H0145",271.205821640535
"CORR1204",5,"Los Penas","H0148",251.778217937667
"CORR1205",5,"Los Penas","H0148",252.333881751564
"CORR1206",2,"Reserva Ecologica Manabique Santa Isabel","H0135",56.0146237179331
"CORR1207",3,"Reserva Ecologica Manabique Santa Isabel","H0216",118.771457990307
"CORR1208",3,"Reserva Ecologica Manabique Santa Isabel","H0216",120.766644047753
"CORR1209",3,"Reserva Ecologica Manabique Santa Isabel","H0254",162.486770747805
"CORR1210",2,"Reserva Ecologica Manabique Santa Isabel","H0211",198.578246543875
"CORR1211",1,"Cienaga de Corralito","H0388",233.273037941781
"CORR1212",1,"Cienaga de Corralito","H0389",230.298656616455
"CORR1213",1,"Cienaga de Corralito","H0392",235.991237416366
"CORR1214",1,"Cienaga de Corralito","H0390",222.540917539473
"CORR1215",1,"Cienaga de Corralito","H0425",251.196073493838
"CORR1216",1,"Cienaga de Betanci","H0388",123.829666143304
"CORR1217",1,"Cienaga de Betanci","H0389",127.983577560408
"CORR1218",1,"Cienaga de Betanci","H0392",133.310052211537
"CORR1219",1,"Cienaga de Betanci","H0425",149.465370904288
"CORR1220",1,"Cienaga de Betanci","H0394",148.40923655903
"CORR1221",2,"Cienaga los Negros","H0388",321.600993334903
"CORR1222",2,"Cienaga los Negros","H0389",306.823961279474
"CORR1223",2,"Cienaga los Negros","H0392",318.137572381305
"CORR1224",2,"Cienaga los Negros","H0380",357.416773508048
"CORR1225",2,"Cienaga los Negros","H0382",342.954926886924
"CORR1226",5,"Deep River","H0135",184.683494639732
"CORR1227",5,"Deep River","H0216",201.364186215416
"CORR1228",5,"Deep River","H0216",203.359372272863
"CORR1229",5,"Deep River","H0176",178.17210131743
"CORR1230",5,"Deep River","H0220",200.400232151656
"CORR1231",0,"Rio Anchicaya","H0529",26.8986785208701
"CORR1232",1,"Rio Anchicaya","H0528",51.5417165654933
"CORR1233",1,"Rio Anchicaya","H0528",55.001327218061
"CORR1234",1,"Rio Anchicaya","H0527",60.0651154277243
"CORR1235",2,"Rio Anchicaya","H0527",69.6879487476291
"CORR1236",5,"Columbia River","H0135",176.645325104742
"CORR1237",4,"Columbia River","H0176",167.79103733706
"CORR1238",4,"Columbia River","H0220",190.019168171286
"CORR1239",5,"Columbia River","H0216",193.326016680427
"CORR1240",5,"Columbia River","H0216",195.321202737874
"CORR1241",5,"Chiquibul","H0135",244.711160801465
"CORR1242",4,"Chiquibul","H0176",226.851401401035
"CORR1243",5,"Chiquibul","H0216",261.391852377151
"CORR1244",5,"Chiquibul","H0216",263.387038434597
"CORR1245",4,"Chiquibul","H0220",249.079532235261
"CORR1246",5,"Sibun","H0135",274.51871247337
"CORR1247",4,"Sibun","H0176",260.98086783759
"CORR1248",5,"Sibun","H0216",291.199404049052
"CORR1249",5,"Sibun","H0216",293.194590106498
"CORR1250",7,"Sibun","H0149",428.232407098915
"CORR1251",5,"Manatee","H0135",289.158223589492
"CORR1252",7,"Manatee","H0149",442.871918215038
"CORR1253",7,"Manatee","H0155",453.459821610035
"CORR1254",7,"Manatee","H0155",455.013078452655
"CORR1255",5,"Manatee","H0216",305.838915165172
"CORR1256",5,"Mountain Pine Ridge","H0135",258.491715839507
"CORR1257",4,"Mountain Pine Ridge","H0176",239.191318184192
"CORR1258",5,"Mountain Pine Ridge","H0216",275.17240741519
"CORR1259",5,"Mountain Pine Ridge","H0216",277.167593472636
"CORR1260",4,"Mountain Pine Ridge","H0220",261.419449018418
"CORR1261",5,"Swasey Bladen","H0135",206.430668714775
"CORR1262",5,"Swasey Bladen","H0216",223.111360290459
"CORR1263",5,"Swasey Bladen","H0216",225.106546347906
"CORR1264",5,"Swasey Bladen","H0176",199.995098458519
"CORR1265",7,"Swasey Bladen","H0149",360.14436334033
"CORR1266",5,"Mango Creek 1","H0135",237.501194146567
"CORR1267",7,"Mango Creek 1","H0149",391.214888772117
"CORR1268",5,"Mango Creek 1","H0216",254.18188572225
"CORR1269",5,"Mango Creek 1","H0216",256.177071779697
"CORR1270",7,"Mango Creek 1","H0155",401.802792167114
"CORR1271",5,"Mango Creek 4","H0135",260.25292810809
"CORR1272",5,"Mango Creek 4","H0216",276.933619683771
"CORR1273",5,"Mango Creek 4","H0216",278.928805741217
"CORR1274",7,"Mango Creek 4","H0149",413.966622733635
"CORR1275",7,"Mango Creek 4","H0155",424.554526128632
"CORR1276",1,"La Yeguada","H0373",18.9033468312681
"CORR1277",1,"La Yeguada","H0377",62.8748414395037
"CORR1278",1,"La Yeguada","H0377",64.0776956044919
"CORR1279",1,"La Yeguada","H0372",78.4193030358211
"CORR1280",1,"La Yeguada","H0375",79.9752541681375
"CORR1281",1,"Chepigana","H0386",60.3055938073157
"CORR1282",1,"Chepigana","H0380",88.044830645423
"CORR1283",1,"Chepigana","H0382",96.5747340983799
"CORR1284",2,"Chepigana","H0390",255.882516128905
"CORR1285",1,"Chepigana","H0398",245.03192629244
"CORR1286",4,"Tonosi","H0373",240.865467960911
"CORR1287",3,"Tonosi","H0377",211.506350094559
"CORR1288",3,"Tonosi","H0377",212.977279280406
"CORR1289",3,"Tonosi","H0375",221.226098531052
"CORR1290",3,"Tonosi","H0372",225.526267500858
"CORR1296",4,"Machaca Creek","H0135",150.711716658967
"CORR1297",4,"Machaca Creek","H0176",144.124500270617
"CORR1298",4,"Machaca Creek","H0216",167.392408234649
"CORR1299",4,"Machaca Creek","H0216",169.387594292096
"CORR1300",4,"Machaca Creek","H0220",166.352631104843
"CORR1301",1,"Rio Leon","H0390",61.3476029597885
"CORR1302",0,"Rio Leon","H0398",102.946374458708
"CORR1303",0,"Rio Leon","H0425",111.037042986535
"CORR1304",1,"Rio Leon","H0425",110.931582733828
"CORR1305",1,"Rio Leon","H0425",112.50212132596
"CORR1306",3,"Los Santos","H0369",11.7057356135173
"CORR1307",3,"Los Santos","H0365",27.496064168819
"CORR1308",3,"Los Santos","H0369",25.8539750787011
"CORR1309",3,"Los Santos","H0362",31.4734271022607
"CORR1310",3,"Los Santos","H0363",30.1866670021365
"CORR1311",1,"Cordillera Volcanica Central","H0355",34.6974856875988
"CORR1312",1,"Cordillera Volcanica Central","H0353",40.0060248449137
"CORR1313",1,"Cordillera Volcanica Central","H0355",22.5877323922788
"CORR1314",1,"Cordillera Volcanica Central","H0354",19.8944352692651
"CORR1315",1,"Cordillera Volcanica Central","H0355",26.7324449289614
"CORR1316",1,"Carauta","H0510",15.9235769265502
"CORR1317",2,"Carauta","H0510",18.8627410085482
"CORR1318",2,"Carauta","H0510",23.9162143264558
"CORR1319",1,"Carauta","H0510",32.7049939198492
"CORR1320",3,"Carauta","H0510",32.5912593207799
"CORR1321",5,"Sittee River","H0135",255.225473153086
"CORR1322",5,"Sittee River","H0216",271.906164728768
"CORR1323",5,"Sittee River","H0216",273.901350786215
"CORR1324",4,"Sittee River","H0176",244.145373573088
"CORR1325",7,"Sittee River","H0149",408.939167778632
"CORR1326",5,"Maya Mountain","H0135",210.894376986791
"CORR1327",5,"Maya Mountain","H0216",227.575068562476
"CORR1328",5,"Maya Mountain","H0216",229.570254619923
"CORR1329",5,"Maya Mountain","H0176",204.458806730537
"CORR1330",7,"Maya Mountain","H0149",364.608071612344
"CORR1331",1,"Darien","H0380",17.3565945793742
"CORR1332",1,"Darien","H0382",35.4887015687249
"CORR1333",1,"Darien","H0386",103.037438728873
"CORR1334",3,"Darien","H0390",269.317865591433
"CORR1335",2,"Darien","H0398",259.149683349388
"CORR1336",3,"El Montoso","H0373",175.387739924252
"CORR1337",2,"El Montoso","H0377",145.952798991852
"CORR1338",2,"El Montoso","H0377",147.423728177699
"CORR1339",2,"El Montoso","H0375",155.672547428346
"CORR1340",2,"El Montoso","H0372",159.972716398151
"CORR1341",3,"La Tronosa","H0373",240.091533829298
"CORR1342",2,"La Tronosa","H0377",210.656592896899
"CORR1343",2,"La Tronosa","H0377",212.127522082746
