"CONS_OB","DESIG","DESIG_E","DESIG_T","GIS_ARE","GIS_M_A","GOV_TYP","INT_CRI","ISO3","IUCN_CA","MANG_AU","MANG_PL","MARINE","METADAT","NAME","NO_TAKE","NO_TK_A","ORIG_NA","OWN_TYP","PARENT_","PA_DEF","REP_ARE","REP_M_A","STATUS","STATUS_","SUB_LOC","SUPP_IN","VERIF","WDPAID","WDPA_PI","GEOMETR","AREA_KM","FID","SRTM90_","LOW_ARE","startnode_ID","mean_m","min_m","max_m","range_m","calculatedarea_km2"
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",5.6769264,0,"Individual landowners","Not Applicable","GTM","V","María Antonieta Herrarte Orantes","Not Reported","terrestrial",814,"Castulo","Not Applicable",NA,"Cástulo","Individual landowners","GTM","PA",3.6074045,0,"Designated",2002,"GT-IZ","Not Applicable","State Verified",107020,"107020","POLYGON",5.567568,0,500,5.58702794618639,239,22.5806395969911,8,59,51,5.56755575132637
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",5.9085443,0,"Joint governance","Not Applicable","GTM","V","Jose Manuel Herrarte Orantes","Not Reported","terrestrial",814,"Matriz Chocon","Not Applicable",NA,"Matriz Chocón","Individual landowners","GTM","PA",5.9207716,0,"Designated",2002,"GT-IZ","Not Applicable","State Verified",107112,"107112","POLYGON",5.989303,0,500,6.01039784399546,240,33.628305485046,11,82.3025360107422,71.3025360107422,5.98947848685297
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",5.1657694,0,"Joint governance","Not Applicable","GTM","V","Jose Manuel Herrarte Orantes","Not Reported","terrestrial",814,"Quebrada Azul","Not Applicable",NA,"Quebrada Azul","Individual landowners","GTM","PA",6.5550483,0,"Designated",2002,"GT-IZ","Not Applicable","State Verified",107126,"107126","POLYGON",5.164716,0,500,5.18262575860975,241,69.848970857866,22,120,98,5.16457425247651
"Not Applicable","Reserva Hidrológica","Hydrological Reserve","National",120.2596295,0,"Indigenous peoples","Not Applicable","PAN","V","Ministerio de Ambiente","Not Reported","terrestrial",822,"Serrania de Darien","Not Applicable",NA,"Serranía de Darién","Communal","PAN","PA",120.0366823,0,"Designated",2004,"Not Reported","Not Applicable","State Verified",107371,"107371","POLYGON",119.789091,0,500,116.488866587912,242,288.99867406852,111.884750366211,560.847961425781,448.96321105957,116.004573514325
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",9.2030727,0,"Non-profit organisations","Not Applicable","GTM","V","Fundación Defensores de la Naturaleza","Not Reported","terrestrial",814,"La Palmilla","Not Applicable",NA,"La Palmilla","State","GTM","PA",9.2237035,0,"Designated",2006,"GT-IZ","Not Applicable","State Verified",107083,"107083","POLYGON",9.142049,0,500,9.17416939945317,243,253.482846202021,117,471,354,9.14169777012948
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",6.7846832,0,"For-profit organisations","Not Applicable","GTM","V","Inversiones de Desarrollo S.A.","Not Reported","terrestrial",814,"Pataxte","Not Applicable",NA,"Pataxte","For-profit organisations","GTM","PA",6.7998929,0,"Designated",2006,"GT-IZ","Not Applicable","State Verified",107124,"107124","POLYGON",6.659182,0,500,6.48669932791371,244,210.820329663786,21.7848644256592,539.489501953125,517.704637527466,6.46375153519712
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",5.0118879,0,"Individual landowners","Not Applicable","GTM","V","José Gonzalo Rosado Pinelo","Not Reported","terrestrial",814,"Monte Maria","Not Applicable",NA,"Finca Monte María","Individual landowners","GTM","PA",5.0231232,0,"Designated",2007,"GT-PE","Not Applicable","State Verified",107070,"107070","POLYGON",5.03636863000298,0,500,5.05320905916244,245,230.156932836837,215,258,43,5.03636149216577
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",6.2745009,0,"For-profit organisations","Not Applicable","GTM","V","Agroforestal Rosales Pacheco, S:A","Not Reported","terrestrial",814,"Finca Los Tarros","Not Applicable",NA,"Finca Los Tarros","For-profit organisations","GTM","PA",6.2885666,0,"Designated",2008,"GT-PE","Not Applicable","State Verified",107069,"107069","POLYGON",6.1853755,0,500,6.20637214482238,246,179.92175298845,161,213,52,6.18548578325862
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",6.1947469,0,"For-profit organisations","Not Applicable","GTM","V","Bocanueva S.A.","Not Reported","terrestrial",814,"Finca Setal","Not Applicable",NA,"Finca Setal","For-profit organisations","GTM","PA",6.2086337,0,"Designated",2009,"GT-IZ","Not Applicable","State Verified",555629274,"555629274","POLYGON",6.2659035,0,500,6.28801251627705,247,8.56878059626532,2,16,14,6.26588431510074
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",21.4067249,0,"Non-profit organisations","Not Applicable","GTM","V","Fundación para el Ecodesarrollo y la Conservación FUNDAECO","Not Reported","terrestrial",814,"Reserva para la Conservacion de Anfibios de Sierra Caral","Not Applicable",NA,"Reserva para la Conservación de Anfibios de Sierra Caral","Non-profit organisations","GTM","PA",21.4547126,0,"Designated",2013,"GT-IZ","Not Applicable","State Verified",555629334,"555629334","POLYGON",21.2372545,0,500,7.58519628867111,248,423.549881963287,250,596.654724121094,346.654724121094,7.55842957649064
"Not Applicable","Reserva Hidrológica","Hydrological Reserve","National",380.9851637,8.2119937,"Federal or national ministry or agency","Not Applicable","PAN","V","Ministerio de Ambiente","Not Reported","terrestrial",822,"Filo del Tallo Canglon","Not Applicable",NA,"Filo del Tallo-Canglón","Multiple ownership","PAN","PA",380.1563542,0,"Designated",2013,"Not Reported","Not Applicable","State Verified",555705288,"555705288","POLYGON",379.149271,0,500,349.940316227307,249,103.30618657632,2.8139054775238,506.127716064453,503.313810586929,348.474141869905
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",5.1662369,0,"Individual landowners","Not Applicable","GTM","V","Carlos Federico Peña Ortiz","Not Reported","terrestrial",814,"Los Penas","Not Applicable",NA,"Los Peñas","Individual landowners","GTM","PA",5.1778179,0,"Designated",2014,"GT-PE","Not Applicable","State Verified",555629332,"555629332","POLYGON",5.067704,0,500,5.08483664266908,250,159.02267700004,149,186,37,5.06770762808931
"Not Applicable","Reserva Natural Privada","Private Natural Reserve","National",6.7553364,0,"Non-profit organisations","Not Applicable","GTM","V","FUNDAECO","Not Reported","terrestrial",814,"Reserva Ecologica Manabique Santa Isabel","Not Applicable",NA,"Reserva Ecológica Manabique-Santa Isabel","Non-profit organisations","GTM","PA",6.77048,0,"Designated",2014,"GT-IZ","Not Applicable","State Verified",555637341,"555637341","POLYGON",6.7114525,0,500,6.73488349667016,251,20.2089092737166,13,23,10,6.71147515460193
"Not Applicable","Distritos de Conservacion de Suelos","Soil Conservation Districts","National",12.7028623,0,"Sub-national ministry or agency","Not Applicable","COL","V","Corporación Autónoma Regional de los Valles del Sinú y San Jorge","Not Reported","terrestrial",1861,"Cienaga de Corralito","Not Applicable",NA,"Cienaga de Corralito","Not Reported","COL","PA",12.6558263,0,"Designated",2015,"Not Reported","Not Applicable","State Verified",555636154,"555636154","POLYGON",12.66036,0,500,12.7131555733189,252,10.9746320666248,8,14,6,12.6603543418947
"Not Applicable","Distritos de Conservacion de Suelos","Soil Conservation Districts","National",134.7936733,0,"Sub-national ministry or agency","Not Applicable","COL","V","Corporación Autónoma Regional de los Valles del Sinú y San Jorge","Not Reported","terrestrial",1861,"Cienaga de Betanci","Not Applicable",NA,"Cienaga de Betanci","Not Reported","COL","PA",134.289653,0,"Designated",2017,"Not Reported","Not Applicable","State Verified",555636093,"555636093","POLYGON",134.1595855,0,500,134.723669335647,253,30.23390482376,18,53,35,134.159610255267
"Not Applicable","Distritos de Conservacion de Suelos","Soil Conservation Districts","National",7.1535804,0,"Sub-national ministry or agency","Not Applicable","COL","V","Corporación Autónoma Regional de los Valles del Sinú y San Jorge","Not Reported","terrestrial",1861,"Cienaga los Negros","Not Applicable",NA,"Cienaga los Negros","Not Reported","COL","PA",7.1307337,0,"Designated",2018,"CO-COR","Not Applicable","State Verified",555697795,"555697795","POLYGON",7.0796697801013,0,500,7.10905559258504,254,5.38072171588402,3,10,7,7.07966486776754
"Not Applicable","Forest Reserve","Forest Reserve","National",32.184832,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Grants Works","Not Applicable",NA,"Grants Works","Not Reported","BLZ","PA",30.7156402,0,"Designated",1941,"BZ-SC","Not Applicable","State Verified",3308,"3308","POLYGON",32.19422,0,500,32.3019660923405,255,22.8285536938119,6,53.9599189758301,47.9599189758301,32.194498661353
"Not Applicable","Forest Reserve","Forest Reserve","National",273.6045434,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Deep River","Not Applicable",NA,"Deep River","Not Reported","BLZ","PA",317.9776963,0,"Designated",1941,"BZ-TOL","Not Applicable","State Verified",3311,"3311","POLYGON",271.901427,0,500,272.829845746774,256,32.7003685861432,2.32160997390747,206,203.678390026093,271.901264700014
"Not Applicable","Reservas Forestales Protectoras Nacionales","National Protective Forest Reserves","National",754.0097342,22.6875754,"Federal or national ministry or agency","Not Applicable","COL","VI","Ministerio de Ambiente y Desarrollo Sostenible","Not Reported","terrestrial",1861,"Rio Anchicaya","Not Applicable",NA,"Rio Anchicaya","Not Reported","COL","PA",750.6906706,0,"Designated",1943,"CO-VAC","Not Applicable","State Verified",555555762,"555555762","POLYGON",750.756876,0,500,421.494916008736,257,93.9923548850698,-3,568.690124511719,571.690124511719,419.634435810939
"Not Applicable","Forest Reserve","Forest Reserve","National",602.879,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Columbia River","Not Applicable",NA,"Columbia River","Not Reported","BLZ","PA",600.3794779,0,"Designated",1954,"BZ-TOL","Not Applicable","State Verified",3314,"3314","POLYGON",599.5136415,0,500,291.05146560969,258,273.738414581745,31,523.29833984375,492.29833984375,290.058665817273
"Not Applicable","Forest Reserve","Forest Reserve","National",601.8486991,0,"Collaborative governance","Not Applicable","BLZ","VI","Forest Department/Friends for Conservation and Development","Not Reported","terrestrial",1844,"Chiquibul","Not Applicable",NA,"Chiquibul","Not Reported","BLZ","PA",598.1658474,0,"Designated",1956,"BZ-CY","Not Applicable","State Verified",3306,"3306","POLYGON",598.628675,0,500,33.5953122803585,259,449.677251668798,371,557.749267578125,186.749267578125,33.4826504748884
"Not Applicable","Forest Reserve","Forest Reserve","National",392.4671306,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Sibun","Not Applicable",NA,"Sibun","Not Reported","BLZ","PA",429.743777,0,"Designated",1959,"BZ-CY","Not Applicable","State Verified",3307,"3307","POLYGON",389.741482,0,500,165.578407746528,260,298.939808080203,74,578.0751953125,504.0751953125,165.028431787025
"Not Applicable","Forest Reserve","Forest Reserve","National",366.0133003,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Manatee","Not Applicable",NA,"Manatee","Not Reported","BLZ","PA",363.9301152,0,"Designated",1959,"BZ-BZ/BZ-SC","Not Applicable","State Verified",12226,"12226","POLYGON",364.327171,0,500,365.230968310622,261,167.235236550546,3,484,481,364.02184049135
"Not Applicable","Mountain Pine Ridge Forest Reserve","Forest Reserve","National",435.164747,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Mountain Pine Ridge","Not Applicable",NA,"Mountain Pine Ridge","Not Reported","BLZ","PA",430.818622,0,"Designated",1959,"BZ-CY","Not Applicable","State Verified",3305,"3305","POLYGON",432.393935698433,0,500,125.802861662678,262,431.008628063695,187,554.288024902344,367.288024902344,125.383094988638
"Not Applicable","Forest Reserve","Forest Reserve","National",60.1511764,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Swasey Bladen","Not Applicable",NA,"Swasey Bladen","Not Reported","BLZ","PA",60.7028463,0,"Designated",1960,"BZ-TOL","Not Applicable","State Verified",3312,"3312","POLYGON",59.7428,0,500,59.9464931498124,263,29.318599998521,18,135,117,59.7428059292274
"Not Applicable","Forest Reserve","Forest Reserve","National",134.4734341,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Freshwater Creek","Not Applicable",NA,"Freshwater Creek","Not Reported","BLZ","PA",113.5912129,0,"Designated",1960,"BZ-CZL/BZ-OW","Not Applicable","State Verified",12225,"12225","POLYGON",133.5085645,0,500,133.93503205282,264,17.7036937554363,3,31,28,133.507687631406
"Not Applicable","Forest Reserve","Forest Reserve","National",56.1522445,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Mango Creek 1","Not Applicable",NA,"Mango Creek 1","Not Reported","BLZ","PA",55.826534,0,"Designated",1960,"BZ-SC","Not Applicable","State Verified",12227,"12227","POLYGON",55.7015105,0,500,55.8890165834045,265,235.602164975988,52.0324401855469,497,444.967559814453,55.7009742492276
"Not Applicable","Forest Reserve","Forest Reserve","National",51.3241252,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Mango Creek 4","Not Applicable",NA,"Mango Creek 4","Not Reported","BLZ","PA",47.2982698,0,"Designated",1960,"BZ-SC/BZ-TOL","Not Applicable","State Verified",555542672,"555542672","POLYGON",50.9824825,0,500,51.1558265356827,266,28.7392152820085,14,44,30,50.9824830475431
"Not Applicable","Reserva Forestal","Forest Reserve","National",70.51904,0,"Federal or national ministry or agency","Not Applicable","PAN","VI","Ministerio de Ambiente","Not Reported","terrestrial",822,"La Yeguada","Not Applicable",NA,"La Yeguada","Not Reported","PAN","PA",70.1686548,0,"Designated",1960,"Not Reported","Not Applicable","State Verified",12698,"12698","POLYGON",70.3087815,0,500,9.30482728336015,267,420.286088817888,321,530.726623535156,209.726623535156,9.26590940591987
"Not Applicable","Reserva Forestal","Forest Reserve","National",297.5469774,0,"Federal or national ministry or agency","Not Applicable","PAN","VI","Ministerio de Ambiente","Not Reported","terrestrial",822,"Chepigana","Not Applicable",NA,"Chepigana","Multiple ownership","PAN","PA",296.8841753,0,"Designated",1960,"Not Reported","Not Applicable","State Verified",34877,"34877","POLYGON",295.961209288666,0,500,297.210704759077,268,55.93776567485,2,424,422,295.960896506765
"Not Applicable","Reserva Forestal","Forest Reserve","National",16.8160756,0,"Federal or national ministry or agency","Not Applicable","PAN","VI","Ministerio de Ambiente","Not Reported","terrestrial",822,"Tonosi","Not Applicable",NA,"Tonosí","Multiple ownership","PAN","PA",16.7318774,0,"Designated",1960,"Not Reported","Not Applicable","State Verified",107379,"107379","POLYGON",16.6071405,0,500,16.2783629570463,269,269.184147086591,13,479,466,16.2090643701815
"Not Applicable","Forest Reserve","Forest Reserve","National",12.6888767,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Machaca Creek","Not Applicable",NA,"Machaca Creek","Not Reported","BLZ","PA",12.6221452,0,"Designated",1963,"BZ-TOL","Not Applicable","State Verified",3313,"3313","POLYGON",12.8357185,0,500,12.8797607098687,271,34.2756238482685,24,43,19,12.8355423425668
"Not Applicable","Reservas Forestales Protectoras Nacionales","National Protective Forest Reserves","National",390.0848046,0,"Federal or national ministry or agency","Not Applicable","COL","VI","Ministerio de Ambiente y Desarrollo Sostenible","Not Reported","terrestrial",1861,"Rio Leon","Not Applicable",NA,"Rio Leon","Not Reported","COL","PA",388.532951,0,"Designated",1971,"CO-ANT","Not Applicable","State Verified",317068,"317068","POLYGON",387.7378085,0,500,388.743803444691,272,31.3588046431765,4,504.023101806641,500.023101806641,387.094252126203
"Not Applicable","Reserva Forestal","Biological Reserve","National",569.2551337,0,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","terrestrial",811,"Los Santos","Not Applicable",NA,"Los Santos","Joint ownership","CRI","PA",566.8369751,0,"Designated",1975,"CR-SJ","Not Applicable","State Verified",3316,"3316","POLYGON",566.951616396301,0,500,14.8867759590007,273,408.557005556006,169,562.637145996094,393.637145996094,14.8255797483319
"Not Applicable","Reserva Forestal","Biological Reserve","National",588.7198832,0,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","terrestrial",811,"Cordillera Volcanica Central","Not Applicable",NA,"Cordillera Volcanica Central","Joint ownership","CRI","PA",586.2189941,0,"Designated",1975,"CR-C","Not Applicable","State Verified",3320,"3320","POLYGON",586.4463035,0,500,38.4086616510148,274,429.296846040821,291,582.656921386719,291.656921386719,38.2529738751714
"Not Applicable","Reservas Forestales Protectoras Nacionales","National Protective Forest Reserves","National",276.2923785,0,"Federal or national ministry or agency","Not Applicable","COL","VI","Ministerio de Ambiente y Desarrollo Sostenible","Not Reported","terrestrial",1861,"Carauta","Not Applicable",NA,"Carauta","Not Reported","COL","PA",275.0994944,0,"Designated",1975,"CO-ANT","Not Applicable","State Verified",100720,"100720","POLYGON",274.477112,0,500,7.35198086525245,275,456.211354841266,359,527.738037109375,168.738037109375,7.32042574204087
"Not Applicable","Forest Reserve","Forest Reserve","National",375.0628699,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Sittee River","Not Applicable",NA,"Sittee River","Not Reported","BLZ","PA",380.080755,0,"Designated",1977,"BZ-SC","Not Applicable","State Verified",12229,"12229","POLYGON",373.186361,0,500,284.781603353031,276,315.796312100916,59.0691299438477,555.632141113281,496.563011169434,283.829834227372
"Not Applicable","Forest Reserve","Forest Reserve","National",169.4515439,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Maya Mountain","Not Applicable",NA,"Maya Mountain","Not Reported","BLZ","PA",168.9198338,0,"Designated",1977,"BZ-SC","Not Applicable","State Verified",28850,"28850","POLYGON",168.329729691345,0,500,141.839285621885,277,219.260418121658,31.6152648925781,607.808898925781,576.193634033203,141.359772083065
"Not Applicable","Reservas Forestales Protectoras Nacionales","National Protective Forest Reserves","National",614.7661805,0,"Federal or national ministry or agency","Not Applicable","COL","VI","Ministerio de Ambiente y Desarrollo Sostenible","Not Reported","terrestrial",1861,"Darien","Not Applicable",NA,"Darien","Not Reported","COL","PA",612.1820327,0,"Designated",1977,"CO-CHO","Not Applicable","State Verified",100764,"100764","POLYGON",569.961994020874,0,500,293.545845613553,278,280.086371354916,36,546.499450683594,510.499450683594,292.316926644648
"Not Applicable","Reserva Forestal","Forest Reserve","National",125.9831217,0,"Federal or national ministry or agency","Not Applicable","PAN","VI","Ministerio de Ambiente","Not Reported","terrestrial",822,"El Montoso","Not Applicable",NA,"El Montoso","Multiple ownership","PAN","PA",125.3512756,0,"Designated",1977,"Not Reported","Not Applicable","State Verified",12695,"12695","POLYGON",125.567731,0,500,60.359082998661,279,362.6335077446,135,527.041870117188,392.041870117188,60.1036932335574
"Not Applicable","Reserva Forestal","Forest Reserve","National",162.6228018,0,"Federal or national ministry or agency","Not Applicable","PAN","VI","Ministerio de Ambiente","Not Reported","terrestrial",822,"La Tronosa","Not Applicable",NA,"La Tronosa","Multiple ownership","PAN","PA",161.813529,0,"Designated",1977,"Not Reported","Not Applicable","State Verified",12699,"12699","POLYGON",161.542637058668,0,500,97.0240665982854,280,331.686077867207,26,590.472106933594,564.472106933594,96.6117272407026
"Not Applicable","Reserva Forestal","Biological Reserve","National",609.3962783,0.092488,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","terrestrial",811,"Golfo Dulce","Not Applicable",NA,"Golfo Dulce","Joint ownership","CRI","PA",619.5909,619.5909,"Designated",1978,"CR-P","Not Applicable","State Verified",3317,"3317","POLYGON",602.454454131556,0,500,589.945424033359,281,187.517098948284,2,539.147705078125,537.147705078125,587.485634967196
"Not Applicable","Reserva Biósfera","Biosphere Reserve","National",8348.6493603,446.8355317,"Federal or national ministry or agency","Not Applicable","HND","VI","ICF","Existing","terrestrial",1927,"Rio Platano","Not Applicable",NA,"Río Plátano","Multiple ownership","HND","PA",8323.38963,340.55283,"Designated",1980,"HN-GD","Not Applicable","State Verified",41014,"41014","POLYGON",8318.8940415,0,500,6169.54446004433,282,146.611305498251,0,606.585815429688,606.585815429688,6147.83623011925
"Not Applicable","Reservas Forestales Protectoras Nacionales","National Protective Forest Reserves","National",55.8038081,0,"Federal or national ministry or agency","Not Applicable","COL","VI","Ministerio de Ambiente y Desarrollo Sostenible","Not Reported","terrestrial",1861,"De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","Not Applicable",NA,"De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","Not Reported","COL","PA",55.5579493,0,"Designated",1980,"CO-VAC","Not Applicable","State Verified",100767,"100767","POLYGON",55.2362630960007,0,500,34.7378681933027,283,270.596469171406,72,544.037048339844,472.037048339844,34.5846235209445
"Not Applicable","Refugio Nacional de Vida Silvestre","National Wildlife Refuge","National",85.926826,76.5100614,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","partial",811,"Ostional","Not Reported",NA,"Ostional","Joint ownership","CRI","PA",80.5389023,0,"Designated",1983,"CR-G","Not Applicable","State Verified",12244,"12244","POLYGON",85.4880585,0,500,6.79375083662072,284,12.1279329567373,1,49,48,6.76608852764524
"Not Applicable","Reservas Forestales Protectoras Nacionales","National Protective Forest Reserves","National",66.7674905,0,"Federal or national ministry or agency","Not Applicable","COL","VI","Ministerio de Ambiente y Desarrollo Sostenible","Not Reported","terrestrial",1861,"Serrania de Coraza y Montes de Maria","Not Applicable",NA,"Serrania de Coraza y Montes de Maria","Not Reported","COL","PA",66.5263231,0,"Designated",1983,"CO-SUC","Not Applicable","State Verified",100758,"100758","POLYGON",66.551618,0,500,56.0470795390753,285,360.069659763891,136,513.969665527344,377.969665527344,55.8170315009497
"Not Applicable","Refugio Nacional de Vida Silvestre","National Wildlife Refuge","National",102.0100855,0,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","terrestrial",811,"Cano Negro","Not Applicable",NA,"Cano Negro","Joint ownership","CRI","PA",101.6019974,0,"Designated",1984,"CR-A","Not Applicable","State Verified",12488,"12488","POLYGON",101.659068,0,500,102.067632186573,286,43.1479442183464,32,61,29,101.659746042707
"Not Applicable","Refugio Nacional de Vida Silvestre","National Wildlife Refuge","National",105.2894932,57.2846817,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","partial",811,"Gandoca Manzanillo","Not Reported",NA,"Gandoca Manzanillo","Joint ownership","CRI","PA",59.2326012,45.663,"Designated",1985,"CR-L","Not Applicable","State Verified",19402,"19402","POLYGON",104.835964,0,500,45.9222215011543,287,35.7646046464268,0,171,171,45.7339464394919
"Not Applicable","Reserva Forestal","Biological Reserve","National",132.4317102,0,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","terrestrial",811,"Rio Pacuare","Not Applicable",NA,"Rio Pacuare","Joint ownership","CRI","PA",131.878006,0,"Designated",1985,"CR-L","Not Applicable","State Verified",36055,"36055","POLYGON",132.023963,0,500,89.8800615148917,288,334.413248951243,50,546.417358398438,496.417358398438,89.5146026435469
"Not Applicable","Refugio Nacional de Vida Silvestre","National Wildlife Refuge","National",814.8052602,9.0319693,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","terrestrial",811,"Barra del Colorado","Not Applicable",NA,"Barra del Colorado","Joint ownership","CRI","PA",811.3930054,811.3934,"Designated",1985,"CR-L","Not Applicable","State Verified",12493,"12493","POLYGON",811.386107539825,0,500,789.511405834196,289,27.456433919839,0,221,221,786.342726524501
"Not Applicable","Refugio Nacional de Vida Silvestre","National Wildlife Refuge","National",28.8048251,0.1042563,"Federal or national ministry or agency","Not Applicable","CRI","VI","Federal or national ministry or agency","Not Reported","terrestrial",811,"Golfito","Not Applicable",NA,"Golfito","Joint ownership","CRI","PA",28.7687,28.7687,"Designated",1986,"CR-P","Not Applicable","State Verified",12492,"12492","POLYGON",28.6794275,0,500,27.6528595793545,290,166.654204187143,0,429,429,27.5375672880354
"Not Applicable","Parque Nacional","National Park","National",3769.6989256,0,"Federal or national ministry or agency","Not Applicable","HND","VI","ICF","Existing","terrestrial",1927,"Patuca","Not Applicable",NA,"Patuca","Multiple ownership","HND","PA",3755.84293,0,"Designated",1987,"HN-OL","Not Applicable","State Verified",41013,"41013","POLYGON",3753.5325958619,0,500,2412.20481751503,291,339.508475168091,114,575.943115234375,461.943115234375,2403.42824623013
"Not Applicable","Zona de Reserva Ecológica","Ecological Reserve","National",375.2564376,0,"Federal or national ministry or agency","Not Applicable","HND","VI","ICF","Existing","terrestrial",1927,"San Pedro Sula  Cofradia y Naco  Merendon","Not Applicable",NA,"San Pedro Sula, Cofradía y Naco (Merendón)","Multiple ownership","HND","PA",373.3356,0,"Designated",1990,"HN-CR","Not Applicable","State Verified",555697536,"555697536","POLYGON",373.3264315,0,500,102.289937682796,292,339.168652029616,59,580.297546386719,521.297546386719,101.929587195617
"Not Applicable","Forest Reserve","Forest Reserve","National",162.2079271,0,"Federal or national ministry or agency","Not Applicable","BLZ","VI","Forest Department","Not Reported","terrestrial",1844,"Vaca","Not Applicable",NA,"Vaca","Not Reported","BLZ","PA",144.4798562,0,"Designated",1991,"BZ-CY","Not Applicable","State Verified",116297,"116297","POLYGON",161.020328,0,500,128.151661834672,293,417.227194309294,100,520.667175292969,420.667175292969,127.723889500905
"Not Applicable","Reserva de la Biósfera","Biosphere Reserve","National",611.5969578,0,"Federal or national ministry or agency","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Lacan Tun","Not Applicable",NA,"Lacan-Tun","State","MEX","PA",618.7396025,0,"Designated",1992,"MX-CHP","Not Applicable","State Verified",67670,"67670","POLYGON",609.729977,0,500,594.780352764634,294,241.985597146499,118,514.869995117188,396.869995117188,592.765767036764
"Not Applicable","Área de Protección de Flora y Fauna","Flora and Fauna Protection Area","National",122.1503429,0,"Federal or national ministry or agency","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","Not Reported","terrestrial",1850,"Chan Kin","Not Applicable",NA,"Chan-Kin","State","MEX","PA",121.849875,0,"Designated",1992,"MX-CHP","Not Applicable","State Verified",67669,"67669","POLYGON",121.714072,0,500,122.12497386479,295,178.843964819853,114,256,142,121.713650408086
"Not Applicable","Reservas Forestales Protectoras Nacionales","National Protective Forest Reserves","National",93.6661619,0,"Federal or national ministry or agency","Not Applicable","COL","VI","Ministerio de Ambiente y Desarrollo Sostenible","Not Reported","terrestrial",1861,"Cuchilla del Minero","Not Applicable",NA,"Cuchilla del Minero","Not Reported","COL","PA",93.2616986,0,"Designated",1993,"CO-SAN","Not Applicable","State Verified",555697684,"555697684","POLYGON",93.0812325,0,500,36.6366502361439,296,362.84710360245,219,556.317626953125,337.317626953125,36.4781543293623
"Not Applicable","Área de Protección de Flora y Fauna","Flora and Fauna Protection Area","National",7086.0744863,3037.9081763,"Federal or national ministry or agency","Not Applicable","MEX","VI","National Commission of Natural Protected Areas","http://www.conanp.gob.mx/que_hacemos/pdf/programas_manejo/APFFTerminos.pdf","partial",1850,"Laguna de Terminos","Not Reported",NA,"Laguna de Términos","State","MEX","PA",7061.4767,1588.68965,"Designated",1994,"MX-CAM","Not Applicable","State Verified",101430,"101430","POLYGON",7061.87849473867,0,500,3462.414319561,297,2.62466303824731,-8,21,29,3451.59389812164
